1;26;W;R
2;19;W;R
3;21;W;R
4;19;W;R
5;21;M;R
6;22;W;R
7;22;W;R
8;22;W;L
9;23;W;R
10;24;W;R
11;23;W;R
12;18;W;R
13;26;M;L
14;25;W;L
15;29;M;R
16;19;W;R
17;26;M;R
18;20;W;R
19;22;M;R
20;21;M;R
21;25;W;R
22;21;W;R
